품목명,단위,등급,가격,산지,친환경구분,입력일
[수박]수박(일반)(꼭지절단),12kg,특(1등),24000,충북 음성군,일반,20210809
[수박]수박(일반)(꼭지절단),14kg,9등(등외),14000,충북 음성군,일반,20210809
[수박]수박(일반)(꼭지절단),18kg,특(1등),40000,충북 음성군,일반,20210809
[수박]수박(일반)(꼭지절단),19kg,특(1등),40000,충북 음성군,일반,20210809
[수박]수박(일반)(꼭지절단),17kg,특(1등),39000,충북 음성군,일반,20210809
[수박]수박(일반)(꼭지절단),16kg,특(1등),38000,충북 음성군,일반,20210809
[수박]수박(일반)(꼭지절단),15kg,특(1등),33000,충북 음성군,일반,20210809
[수박]수박(일반)(꼭지절단),14kg,특(1등),30000,충북 음성군,일반,20210809
[수박]수박(일반)(꼭지절단),13kg,특(1등),27000,충북 음성군,일반,20210809
[수박]수박(일반)(꼭지절단),11kg,특(1등),20000,충북 음성군,일반,20210809
[수박]수박(일반)(꼭지절단),10kg,특(1등),19000,충북 음성군,일반,20210809
[수박]수박(일반)(꼭지절단),14kg,9등(등외),14500,충북 음성군,일반,20210809
[수박]수박(일반)(꼭지절단),8kg,특(1등),7000,충북 음성군,일반,20210809
[수박]수박(일반)(꼭지절단),18kg,특(1등),34000,충북 음성군,일반,20210809
[수박]수박(일반)(꼭지절단),16kg,특(1등),50000,경북 고령군,일반,20210809
[수박]수박(일반)(꼭지절단),19kg,특(1등),36000,충북 음성군,일반,20210809
[수박]수박(일반)(꼭지절단),17kg,특(1등),33000,충북 음성군,일반,20210809
[수박]수박(일반)(꼭지절단),16kg,특(1등),31000,충북 음성군,일반,20210809
[수박]수박(일반)(꼭지절단),10kg,특(1등),17500,충북 음성군,일반,20210809
[수박]수박(일반)(꼭지절단),8kg,특(1등),8000,충북 음성군,일반,20210809
[수박]수박(일반)(꼭지절단),18kg,특(1등),33000,충북 음성군,일반,20210809
[수박]수박(일반)(꼭지절단),19kg,특(1등),33000,충북 음성군,일반,20210809
[수박]수박(일반)(꼭지절단),17kg,특(1등),31000,충북 음성군,일반,20210809
[수박]수박(일반)(꼭지절단),16kg,특(1등),27000,충북 음성군,일반,20210809
[수박]수박(일반)(꼭지절단),15kg,특(1등),25000,충북 음성군,일반,20210809
[수박]수박(일반)(꼭지절단),14kg,특(1등),25000,충북 음성군,일반,20210809
[수박]수박(일반)(꼭지절단),13kg,특(1등),24000,충북 음성군,일반,20210809
[수박]수박(일반)(꼭지절단),13kg,특(1등),23000,충북 음성군,일반,20210809
[수박]수박(일반)(꼭지절단),12kg,특(1등),22000,충북 음성군,일반,20210809
[수박]수박(일반)(꼭지절단),11kg,특(1등),17000,충북 음성군,일반,20210809
[수박]수박(일반)(꼭지절단),10kg,특(1등),15000,충북 음성군,일반,20210809
[수박]수박(일반)(꼭지절단),14kg,9등(등외),15000,충북 음성군,일반,20210809
[수박]수박(일반)(꼭지절단),9kg,특(1등),12000,충북 음성군,일반,20210809
[수박]수박(일반)(꼭지절단),10kg,9등(등외),11000,충북 음성군,일반,20210809
[수박]수박(일반)(꼭지절단),17kg,특(1등),46000,충북 음성군,일반,20210809
[수박]수박(일반)(꼭지절단),16kg,특(1등),46000,충북 음성군,일반,20210809
[수박]수박(일반)(꼭지절단),18kg,특(1등),45000,충북 음성군,일반,20210809
[수박]수박(일반)(꼭지절단),17kg,특(1등),44000,충북 음성군,일반,20210809
[수박]수박(일반)(꼭지절단),18kg,특(1등),44000,충북 음성군,일반,20210809
[수박]수박(일반)(꼭지절단),15kg,특(1등),43000,충북 음성군,일반,20210809
[수박]수박(일반)(꼭지절단),19kg,특(1등),42000,충북 음성군,일반,20210809
[수박]수박(일반)(꼭지절단),16kg,특(1등),41000,충북 음성군,일반,20210809
[수박]수박(일반)(꼭지절단),14kg,특(1등),38000,충북 음성군,일반,20210809
[수박]수박(일반)(꼭지절단),15kg,특(1등),38000,충북 음성군,일반,20210809
[수박]수박(일반)(꼭지절단),14kg,특(1등),33000,충북 음성군,일반,20210809
[수박]수박(일반)(꼭지절단),13kg,특(1등),32000,충북 음성군,일반,20210809
[수박]수박(일반)(꼭지절단),13kg,특(1등),30000,충북 음성군,일반,20210809
[수박]수박(일반)(꼭지절단),12kg,특(1등),28000,충북 음성군,일반,20210809
[수박]수박(일반)(꼭지절단),10kg,특(1등),22000,충북 음성군,일반,20210809
[수박]수박(일반)(꼭지절단),10kg,특(1등),21000,충북 음성군,일반,20210809
[수박]수박(일반)(꼭지절단),10kg,특(1등),20000,충북 음성군,일반,20210809
[수박]수박(일반)(꼭지절단),11kg,특(1등),18000,충북 음성군,일반,20210809
[수박]수박(일반)(꼭지절단),14kg,9등(등외),15500,충북 음성군,일반,20210809
[수박]수박(일반)(꼭지절단),10kg,특(1등),14000,충북 음성군,일반,20210809
[수박]수박(일반)(꼭지절단),9kg,특(1등),11000,충북 음성군,일반,20210809
[수박]수박(일반)(꼭지절단),10kg,9등(등외),9000,충북 음성군,일반,20210809
[수박]수박(일반)(꼭지절단),10kg,특(1등),9000,충북 음성군,일반,20210809
[수박]수박(일반)(꼭지절단),9kg,특(1등),9000,충북 음성군,일반,20210809
[수박]수박(일반)(꼭지절단),8kg,특(1등),6000,충북 음성군,일반,20210809
[수박]수박(일반)(꼭지절단),19kg,특(1등),30000,충북 음성군,일반,20210809
[수박]수박(일반)(꼭지절단),18kg,특(1등),30000,충북 음성군,일반,20210809
[수박]수박(일반)(꼭지절단),17kg,특(1등),29000,충북 음성군,일반,20210809
[수박]수박(일반)(꼭지절단),16kg,특(1등),26000,충북 음성군,일반,20210809
[수박]수박(일반)(꼭지절단),15kg,특(1등),24000,충북 음성군,일반,20210809
[수박]수박(일반)(꼭지절단),15kg,특(1등),44000,경북 고령군,일반,20210809
[수박]수박(일반)(꼭지절단),14kg,특(1등),42000,경북 고령군,일반,20210809
[수박]수박(일반)(꼭지절단),13kg,특(1등),39000,경북 고령군,일반,20210809
[수박]수박(일반)(꼭지절단),12kg,특(1등),36000,경북 고령군,일반,20210809
[수박]수박(일반)(꼭지절단),18kg,상(2등),31000,경북 고령군,일반,20210809
[수박]수박(일반)(꼭지절단),19kg,상(2등),31000,경북 고령군,일반,20210809
[수박]수박(일반)(꼭지절단),20kg,상(2등),31000,경북 고령군,일반,20210809
[수박]수박(일반)(꼭지절단),11kg,특(1등),30000,경북 고령군,일반,20210809
[수박]수박(일반)(꼭지절단),10kg,특(1등),29000,경북 고령군,일반,20210809
[수박]수박(일반)(꼭지절단),16kg,상(2등),25000,경북 고령군,일반,20210809
[수박]수박(일반)(꼭지절단),17kg,상(2등),25000,경북 고령군,일반,20210809
[수박]수박(일반)(꼭지절단),14kg,상(2등),22000,경북 고령군,일반,20210809
[수박]수박(일반)(꼭지절단),9kg,특(1등),19000,경북 고령군,일반,20210809
[수박]수박(일반)(꼭지절단),13kg,상(2등),15000,경북 고령군,일반,20210809
[수박]수박(일반)(꼭지절단),12kg,상(2등),12000,경북 고령군,일반,20210809
[수박]수박(일반)(꼭지절단),10kg,상(2등),10000,경북 고령군,일반,20210809
[수박]수박(일반)(꼭지절단),10kg,특(1등),40000,강원 양구군,일반,20210809
[수박]수박(일반)(꼭지절단),10kg,특(1등),29000,강원 양구군,일반,20210809
[수박]수박(일반)(꼭지절단),10kg,특(1등),28000,강원 양구군,일반,20210809
[수박]수박(일반)(꼭지절단),9kg,특(1등),28000,강원 양구군,일반,20210809
[수박]수박(일반)(꼭지절단),8kg,특(1등),26000,강원 양구군,일반,20210809
[수박]수박(일반)(꼭지절단),20kg,상(2등),23000,강원 양구군,일반,20210809
[수박]수박(일반)(꼭지절단),7kg,특(1등),23000,강원 양구군,일반,20210809
[수박]수박(일반)(꼭지절단),22kg,상(2등),22000,강원 양구군,일반,20210809
[수박]수박(일반)(꼭지절단),8kg,특(1등),20000,강원 양구군,일반,20210809
[수박]수박(일반)(꼭지절단),6kg,특(1등),20000,강원 양구군,일반,20210809
[수박]수박(일반)(꼭지절단),17kg,상(2등),16000,강원 양구군,일반,20210809
[수박]수박(일반)(꼭지절단),5kg,특(1등),15000,강원 양구군,일반,20210809
[수박]수박(일반)(꼭지절단),16kg,상(2등),13000,강원 양구군,일반,20210809
[수박]수박(일반)(꼭지절단),13kg,상(2등),12000,강원 양구군,일반,20210809
[수박]수박(일반)(꼭지절단),14kg,상(2등),12000,강원 양구군,일반,20210809
[수박]수박(일반)(꼭지절단),15kg,상(2등),12000,강원 양구군,일반,20210809
[수박]수박(일반)(꼭지절단),4kg,특(1등),10000,강원 양구군,일반,20210809
[수박]수박(일반)(꼭지절단),12kg,상(2등),10000,강원 양구군,일반,20210809
[수박]수박(일반)(꼭지절단),17kg,특(1등),53000,강원 양구군,일반,20210809
[수박]수박(일반)(꼭지절단),20kg,특(1등),52000,강원 양구군,일반,20210809
[수박]수박(일반)(꼭지절단),19kg,특(1등),52000,강원 양구군,일반,20210809
[수박]수박(일반)(꼭지절단),18kg,특(1등),53000,경북 고령군,일반,20210809
[수박]수박(일반)(꼭지절단),17kg,특(1등),53000,경북 고령군,일반,20210809
[수박]수박(일반)(꼭지절단),19kg,특(1등),53000,경북 고령군,일반,20210809
[수박]수박(일반)(꼭지절단),20kg,특(1등),52000,경북 고령군,일반,20210809
[수박]수박(일반꼭지절단),9kg,특(1등),19000,강원 양구군,일반,20210809
[수박]수박(일반꼭지절단),8kg,특(1등),16500,강원 양구군,일반,20210809
[수박]수박(일반꼭지절단),6kg,특(1등),13600,강원 양구군,일반,20210809
[수박]수박(일반꼭지절단),6kg,특(1등),13500,강원 양구군,일반,20210809
[수박]수박(일반꼭지절단),11kg,특(1등),22500,강원 양구군,일반,20210809
[수박]수박(일반꼭지절단),11kg,특(1등),22000,강원 양구군,일반,20210809
[수박]수박(일반꼭지절단),10kg,특(1등),21500,강원 양구군,일반,20210809
[수박]수박(일반꼭지절단),10kg,특(1등),21000,강원 양구군,일반,20210809
[수박]수박(일반꼭지절단),7kg,특(1등),18200,강원 양구군,일반,20210809
[수박]수박(일반꼭지절단),8kg,특(1등),17500,강원 양구군,일반,20210809
[수박]수박(일반꼭지절단),10kg,특(1등),19500,강원 양구군,일반,20210809
[수박]수박(일반꼭지절단),10kg,특(1등),19000,강원 양구군,일반,20210809
[수박]수박(일반꼭지절단),9kg,특(1등),17500,강원 양구군,일반,20210809
[수박]수박(일반꼭지절단),8kg,특(1등),17200,강원 양구군,일반,20210809
[수박]수박(일반꼭지절단),8kg,특(1등),17000,강원 양구군,일반,20210809
[수박]수박(일반꼭지절단),9kg,특(1등),17000,강원 양구군,일반,20210809
[수박]수박(일반꼭지절단),7kg,특(1등),14200,강원 양구군,일반,20210809
[수박]수박(일반꼭지절단),7kg,특(1등),14000,강원 양구군,일반,20210809
[수박]수박(일반꼭지절단),6kg,특(1등),13000,강원 양구군,일반,20210809
[수박]수박(일반꼭지절단),5kg,특(1등),11500,강원 양구군,일반,20210809
[수박]수박(일반꼭지절단),8kg,9등(등외),5000,강원 양구군,일반,20210809
[수박]수박(일반꼭지절단),10kg,특(1등),23500,강원 양구군,일반,20210809
[수박]수박(일반꼭지절단),10kg,특(1등),23200,강원 양구군,일반,20210809
[수박]수박(일반꼭지절단),10kg,특(1등),23000,강원 양구군,일반,20210809
[수박]수박(일반꼭지절단),9kg,특(1등),22200,강원 양구군,일반,20210809
[수박]수박(일반꼭지절단),10kg,특(1등),22000,강원 양구군,일반,20210809
[수박]수박(일반꼭지절단),9kg,특(1등),22000,강원 양구군,일반,20210809
[수박]수박(일반꼭지절단),8kg,특(1등),21700,강원 양구군,일반,20210809
[수박]수박(일반꼭지절단),8kg,특(1등),21500,강원 양구군,일반,20210809
[수박]수박(일반꼭지절단),9kg,특(1등),21000,강원 양구군,일반,20210809
[수박]수박(일반꼭지절단),8kg,특(1등),18500,강원 양구군,일반,20210809
[수박]수박(일반꼭지절단),7kg,특(1등),17000,강원 양구군,일반,20210809
[수박]수박(일반꼭지절단),7kg,특(1등),16000,강원 양구군,일반,20210809
[수박]수박(일반꼭지절단),4kg,9등(등외),5000,강원 양구군,일반,20210809
[수박]수박(일반꼭지절단),10kg,특(1등),20500,강원 양구군,일반,20210809
[수박]수박(일반꼭지절단),9kg,특(1등),20200,강원 양구군,일반,20210809
[수박]수박(일반꼭지절단),8kg,특(1등),20000,강원 양구군,일반,20210809
[수박]수박(일반꼭지절단),11kg,특(1등),20000,강원 양구군,일반,20210809
[수박]수박(일반꼭지절단),9kg,특(1등),20000,강원 양구군,일반,20210809
[수박]수박(일반꼭지절단),10kg,특(1등),20000,강원 양구군,일반,20210809
[수박]수박(일반꼭지절단),7kg,특(1등),20000,강원 양구군,일반,20210809
[수박]수박(일반꼭지절단),8kg,특(1등),19700,강원 양구군,일반,20210809
[수박]수박(일반꼭지절단),8kg,특(1등),19500,강원 양구군,일반,20210809
[수박]수박(일반꼭지절단),8kg,특(1등),18000,강원 양구군,일반,20210809
[수박]수박(일반꼭지절단),7kg,특(1등),18000,강원 양구군,일반,20210809
[수박]수박(일반꼭지절단),7kg,특(1등),15000,강원 양구군,일반,20210809
[수박]수박(일반꼭지절단),6kg,특(1등),14500,강원 양구군,일반,20210809
[수박]수박(일반꼭지절단),6kg,특(1등),14000,강원 양구군,일반,20210809
[수박]수박(일반꼭지절단),5kg,특(1등),11000,강원 양구군,일반,20210809
[수박]수박(일반꼭지절단),5kg,9등(등외),9000,강원 양구군,일반,20210809
[수박]수박(일반꼭지절단),4kg,9등(등외),6000,강원 양구군,일반,20210809
[수박]수박(일반꼭지절단),9kg,9등(등외),5000,강원 양구군,일반,20210809
[수박]수박(일반꼭지절단),10kg,9등(등외),5000,강원 양구군,일반,20210809
[수박]수박(일반꼭지절단),11kg,9등(등외),5000,강원 양구군,일반,20210809
[수박]수박(일반꼭지절단),10kg,특(1등),18000,강원 양구군,일반,20210809
[수박]수박(일반꼭지절단),9kg,특(1등),18000,강원 양구군,일반,20210809
[수박]수박(일반꼭지절단),10kg,특(1등),17500,강원 양구군,일반,20210809
[수박]수박(일반꼭지절단),11kg,특(1등),17500,강원 양구군,일반,20210809
[수박]수박(일반꼭지절단),10kg,특(1등),17000,강원 양구군,일반,20210809
[수박]수박(일반꼭지절단),8kg,특(1등),16000,강원 양구군,일반,20210809
[수박]수박(일반꼭지절단),8kg,특(1등),15200,강원 양구군,일반,20210809
[수박]수박(일반꼭지절단),7kg,특(1등),13000,강원 양구군,일반,20210809
[수박]수박(일반꼭지절단),6kg,특(1등),12500,강원 양구군,일반,20210809
[수박]수박(일반꼭지절단),5kg,특(1등),10000,강원 양구군,일반,20210809
[수박]수박(일반꼭지절단),5kg,9등(등외),10000,강원 양구군,일반,20210809
[수박]수박(일반꼭지절단),4kg,9등(등외),9000,경북 봉화군,일반,20210809
[수박]수박(일반꼭지절단),9kg,특(1등),19000,경북 봉화군,일반,20210809
[수박]수박(일반꼭지절단),4kg,특(1등),5000,경북 봉화군,일반,20210809
[수박]수박(일반꼭지절단),10kg,특(1등),25000,경북 봉화군,일반,20210809
[수박]수박(일반꼭지절단),9kg,특(1등),23000,경북 봉화군,일반,20210809
[수박]수박(일반꼭지절단),9kg,특(1등),18500,경북 봉화군,일반,20210809
[수박]수박(일반꼭지절단),9kg,특(1등),18000,경북 봉화군,일반,20210809
[수박]수박(일반꼭지절단),5kg,특(1등),11000,경북 봉화군,일반,20210809
[수박]수박(일반꼭지절단),5kg,9등(등외),9000,경북 봉화군,일반,20210809
[수박]수박(일반꼭지절단),5kg,9등(등외),8000,경북 봉화군,일반,20210809
[수박]수박(일반꼭지절단),5kg,특(1등),7000,경북 봉화군,일반,20210809
[수박]수박(일반꼭지절단),4kg,9등(등외),5000,경북 봉화군,일반,20210809
